Year,Primary Type,Description,Location
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.91190734, -87.775310506)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.857037418, -87.725299889)"
2015,THEFT,OVER $500,"(41.921442128, -87.694969763)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.735066839, -87.650896405)"
2015,THEFT,RETAIL THEFT,"(41.918318928, -87.639118752)"
2015,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),"(41.866202226, -87.723039647)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.875459673, -87.70995698)"
2015,THEFT,OVER $500,"(41.843544359, -87.634235489)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.786445724, -87.768164286)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.877496055, -87.760573335)"
2015,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,"(41.721325872, -87.620580034)"
2015,THEFT,$500 AND UNDER,"(41.951162626, -87.780232532)"
2015,BATTERY,SIMPLE,"(41.71902307, -87.620528559)"
2015,ASSAULT,AGG PRO.EMP: HANDGUN,"(41.720799777, -87.632311118)"
2015,ASSAULT,SIMPLE,"(41.883210775, -87.629906972)"
2015,THEFT,FROM BUILDING,"(41.800483161, -87.587414531)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.830699407, -87.649896257)"
2015,ASSAULT,SIMPLE,"(41.77845628, -87.666663556)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.921007059, -87.642558279)"
2015,THEFT,FROM BUILDING,"(41.888165132, -87.622937212)"
2015,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,"(41.935549113, -87.642629241)"
2015,THEFT,OVER $500,"(41.881556538, -87.627758535)"
2015,CRIMINAL TRESPASS,TO VEHICLE,"(41.785902437, -87.685040973)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,"(41.866475734, -87.772933914)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.764569155, -87.628341654)"
2015,THEFT,RETAIL THEFT,"(41.86821682, -87.6304532)"
2015,NARCOTICS,FOUND SUSPECT NARCOTICS,"(41.856790413, -87.708424071)"
2015,THEFT,FROM BUILDING,"(41.888165132, -87.622937212)"
2015,THEFT,$500 AND UNDER,"(41.976033341, -87.842374894)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.655276697, -87.597292828)"
2015,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.90982557, -87.736246746)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.835781541, -87.668083548)"
2015,THEFT,$500 AND UNDER,"(41.7551117, -87.651431754)"
2015,NARCOTICS,POSS: SYNTHETIC DRUGS,"(41.750991479, -87.578411892)"
2015,BATTERY,SIMPLE,"(41.894803999, -87.633305784)"
2015,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"(41.997208598, -87.662994664)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.777503445, -87.615558861)"
2015,THEFT,FROM BUILDING,"(41.833679765, -87.612645497)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.702745628, -87.617299064)"
2015,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,"(41.791308868, -87.699830596)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.952353836, -87.738026326)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.701274797, -87.625737736)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.966297035, -87.77232837)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.909896355, -87.725676556)"
2015,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"(41.933661863, -87.785778911)"
2015,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,"(41.769185486, -87.625732415)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.778271701, -87.6970259)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.785861496, -87.66073478)"
2015,DECEPTIVE PRACTICE,FORGERY,"(41.919623394, -87.753560868)"
2015,THEFT,POCKET-PICKING,"(41.894272651, -87.726052394)"
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.843544359, -87.634235489)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.798429303, -87.744521435)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.689318136, -87.536491292)"
2015,BATTERY,SIMPLE,"(41.896083413, -87.728569618)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.91190734, -87.775310506)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.882111237, -87.774365348)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.765763563, -87.586317625)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.83719701, -87.650219779)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.920961318, -87.76096745)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.925792372, -87.705538967)"
2015,THEFT,$500 AND UNDER,"(41.686437298, -87.649492169)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.781464072, -87.615657684)"
2015,THEFT,OVER $500,"(41.778378893, -87.677534882)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.75206422, -87.655385326)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.784796037, -87.610905225)"
2015,THEFT,$500 AND UNDER,"(41.865739367, -87.682230525)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.795422696, -87.606245845)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.966988037, -87.740015453)"
2015,THEFT,$500 AND UNDER,"(41.925427867, -87.650334001)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.869080414, -87.726044901)"
2015,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME","(41.885637375, -87.64909805)"
2015,THEFT,OVER $500,"(41.881182263, -87.629374726)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.900437017, -87.753822617)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.785390854, -87.634302944)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.831063217, -87.621242621)"
2015,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"(41.742952282, -87.607189881)"
2015,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,"(41.883210347, -87.63028522)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.744993464, -87.656540708)"
2015,ASSAULT,SIMPLE,"(41.919056144, -87.692774252)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.745817472, -87.603313617)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.654889775, -87.54956219)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.959846805, -87.735629255)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.884545685, -87.737315805)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.689564108, -87.666476463)"
2015,ASSAULT,SIMPLE,"(41.837710451, -87.618251554)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.760356947, -87.674632265)"
2015,BURGLARY,UNLAWFUL ENTRY,"(42.01220081, -87.69390481)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.946664432, -87.727411759)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.879782639, -87.723905577)"
2015,BURGLARY,FORCIBLE ENTRY,"(42.015012287, -87.665247469)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.790594827, -87.60613906)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.799141876, -87.622579012)"
2015,ROBBERY,ARMED: HANDGUN,"(41.827985553, -87.61441917)"
2015,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,"(41.927831018, -87.752402481)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.956194347, -87.73092075)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.743425814, -87.601372988)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.765484578, -87.68693638)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.774517141, -87.604579326)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.772389697, -87.733574843)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.85199252, -87.688888738)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.808075044, -87.707584603)"
2015,THEFT,OVER $500,"(41.885368351, -87.635402906)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.873858391, -87.689315355)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.887240863, -87.763879696)"
2015,THEFT,$500 AND UNDER,"(41.890400093, -87.628021143)"
2015,ROBBERY,ARMED: HANDGUN,"(41.765919973, -87.661419628)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.945413081, -87.653414279)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.797145336, -87.651312741)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.747928326, -87.660951314)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.779602797, -87.73011259)"
2015,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,"(41.782401873, -87.716142601)"
2015,THEFT,OVER $500,"(41.925398601, -87.652337017)"
2015,THEFT,$500 AND UNDER,"(41.718608535, -87.538909671)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.772362121, -87.652315863)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.679173678, -87.628699756)"
2015,THEFT,$500 AND UNDER,"(41.789144998, -87.601252815)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.851807952, -87.702104297)"
2015,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME","(41.801314346, -87.75276545)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.899434622, -87.728662887)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.995413529, -87.815047558)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.726095858, -87.651852227)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.769173605, -87.589529584)"
2015,THEFT,$500 AND UNDER,"(41.893128428, -87.749356399)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.778560865, -87.607833203)"
2015,THEFT,$500 AND UNDER,"(41.963097843, -87.741290648)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.9175662, -87.667242169)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.793976215, -87.606207186)"
2015,BATTERY,SIMPLE,"(41.891199446, -87.624137626)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.843184863, -87.730598396)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.907420613, -87.685925328)"
2015,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,"(41.893192073, -87.675840174)"
2015,THEFT,$500 AND UNDER,"(41.919900159, -87.801082793)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.802903128, -87.607907093)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.781354262, -87.615651575)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.793489834, -87.70519249)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.947166417, -87.658027328)"
2015,THEFT,OVER $500,"(41.757746672, -87.62474756)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.720150178, -87.552425311)"
2015,THEFT,$500 AND UNDER,"(41.881195943, -87.760151046)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.743395837, -87.568541357)"
2015,ASSAULT,SIMPLE,"(41.861990637, -87.710418218)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.81993001, -87.692592812)"
2015,THEFT,$500 AND UNDER,"(41.786653998, -87.671976093)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.784637123, -87.641714068)"
2015,ROBBERY,ARMED: HANDGUN,"(41.858443981, -87.712754265)"
2015,NARCOTICS,POSS: BARBITUATES,"(41.941665706, -87.707687899)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.770227581, -87.628290698)"
2015,THEFT,OVER $500,"(41.811133958, -87.62074077)"
2015,THEFT,$500 AND UNDER,"(41.737389232, -87.703900158)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.770738963, -87.583789126)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.779942145, -87.633188886)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.701596024, -87.631578627)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.916588828, -87.697171204)"
2015,THEFT,$500 AND UNDER,"(41.87990219, -87.683155346)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.792763782, -87.76054721)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.861787343, -87.726264428)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.764012962, -87.662876386)"
2015,ARSON,BY FIRE,"(41.776225627, -87.608292128)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.76272837, -87.633383384)"
2015,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,"(41.770454047, -87.658227032)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.905290267, -87.732215052)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.881892729, -87.738515564)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.794509508, -87.633301738)"
2015,THEFT,OVER $500,"(41.910264753, -87.772742112)"
2015,BATTERY,SIMPLE,"(41.892569818, -87.62208039)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.966010744, -87.70839843)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.79200371, -87.615910498)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.821949836, -87.704518186)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.929263031, -87.709422394)"
2015,BATTERY,SIMPLE,"(41.909618829, -87.676277805)"
2015,THEFT,$500 AND UNDER,"(41.666453001, -87.640326968)"
2015,BURGLARY,HOME INVASION,"(41.799149172, -87.624203617)"
2015,BATTERY,SIMPLE,"(41.904627359, -87.710301495)"
2015,THEFT,$500 AND UNDER,"(41.91570323, -87.693854909)"
2015,THEFT,$500 AND UNDER,"(41.905208226, -87.625830392)"
2015,THEFT,OVER $500,"(41.745723744, -87.725310619)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.972386161, -87.773396545)"
2015,ASSAULT,SIMPLE,"(41.919056144, -87.692774252)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.697647241, -87.594839913)"
2015,THEFT,$500 AND UNDER,"(42.000141303, -87.68143239)"
2015,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,"(41.792077823, -87.615913339)"
2015,ROBBERY,ARMED: OTHER FIREARM,"(41.918774604, -87.744768571)"
2015,NARCOTICS,POSS: CRACK,"(41.800851213, -87.665984032)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.998215944, -87.692341514)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(42.005430108, -87.66722417)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.793045993, -87.702321801)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.810347345, -87.612980454)"
2015,THEFT,ATTEMPT THEFT,"(41.917213656, -87.722278299)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.968729662, -87.681157055)"
2015,THEFT,$500 AND UNDER,"(41.902664731, -87.726608375)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.721517324, -87.638849178)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.875417302, -87.713790778)"
2015,ASSAULT,AGG PO HANDS NO/MIN INJURY,"(41.702322374, -87.626953006)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.910028336, -87.672559388)"
2015,ASSAULT,SIMPLE,"(41.808500903, -87.616562762)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.879361356, -87.635879544)"
2015,THEFT,RETAIL THEFT,"(41.879381337, -87.634201201)"
2015,THEFT,OVER $500,"(41.881001627, -87.747744592)"
2015,THEFT,$500 AND UNDER,"(41.910773194, -87.687232407)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.892314944, -87.775051354)"
2015,NARCOTICS,CONT SUBS:FAIL TO MAINT RECORD,"(41.919139224, -87.692909371)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.954407261, -87.729239102)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.76680404, -87.605619683)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.78683495, -87.724049635)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.799356778, -87.616092546)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.764345877, -87.575176367)"
2015,THEFT,FROM BUILDING,"(41.908470682, -87.76951391)"
2015,THEFT,$500 AND UNDER,"(41.82801025, -87.614418894)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.947252263, -87.65350869)"
2015,THEFT,$500 AND UNDER,"(41.779503192, -87.662179772)"
2015,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,"(41.745809047, -87.558853312)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.920995157, -87.712549053)"
2015,DECEPTIVE PRACTICE,COMPUTER FRAUD,"(41.811010735, -87.697960166)"
2015,THEFT,OVER $500,"(41.841111499, -87.635803311)"
2015,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,"(41.997808773, -87.685315313)"
2015,THEFT,OVER $500,"(41.942126154, -87.77517942)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.855311985, -87.6488561)"
2015,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,
2015,BATTERY,SIMPLE,"(41.9471781, -87.657214823)"
2015,THEFT,$500 AND UNDER,"(41.933073705, -87.649024943)"
2015,THEFT,OVER $500,"(41.917148194, -87.652123454)"
2015,BURGLARY,UNLAWFUL ENTRY,
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.784876685, -87.618974609)"
2015,THEFT,RETAIL THEFT,"(41.844580682, -87.701808336)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.845683121, -87.720926186)"
2015,NARCOTICS,POSS: COCAINE,"(41.851887836, -87.696689555)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.786625085, -87.619021201)"
2015,ROBBERY,ARMED: HANDGUN,"(41.866341786, -87.711202026)"
2015,ROBBERY,ARMED: HANDGUN,"(41.745150913, -87.603793874)"
2015,NARCOTICS,POSS: BARBITUATES,"(41.765097932, -87.65138467)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.778785401, -87.684848686)"
2015,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,"(41.922282148, -87.657147017)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.951615752, -87.66006109)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.854271442, -87.724826883)"
2015,NARCOTICS,POSS: CRACK,"(41.752629117, -87.554054728)"
2015,ASSAULT,SIMPLE,"(41.790361149, -87.729205005)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.736031607, -87.646544506)"
2015,THEFT,FROM BUILDING,"(41.815966047, -87.704286917)"
2015,THEFT,FROM BUILDING,"(41.923619797, -87.792530495)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.909460992, -87.758921035)"
2015,THEFT,POCKET-PICKING,
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.925912977, -87.758982939)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.793543613, -87.701986877)"
2015,THEFT,RETAIL THEFT,"(41.997800496, -87.685793648)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.751061918, -87.563796175)"
2015,THEFT,OVER $500,"(41.971693805, -87.772667138)"
2015,OTHER OFFENSE,HARASSMENT BY TELEPHONE,"(41.891711126, -87.756707487)"
2015,THEFT,$500 AND UNDER,"(41.980205744, -87.764736598)"
2015,THEFT,OVER $500,"(41.937891285, -87.645139995)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.743557554, -87.601375156)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.814402898, -87.723832448)"
2015,THEFT,OVER $500,"(41.966791245, -87.773504374)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.886530554, -87.74438154)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.883480423, -87.65558061)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.876103869, -87.731431136)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.880319916, -87.737916908)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.75033427, -87.665045312)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.755691054, -87.610190861)"
2015,BATTERY,SIMPLE,"(41.76471549, -87.6334241)"
2015,THEFT,RETAIL THEFT,"(41.881183664, -87.685081252)"
2015,ASSAULT,SIMPLE,"(41.769231153, -87.569854828)"
2015,THEFT,$500 AND UNDER,"(41.772819006, -87.700544134)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.819291561, -87.693751122)"
2015,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,"(41.895698817, -87.691094082)"
2015,ASSAULT,SIMPLE,"(41.893820904, -87.77323118)"
2015,THEFT,$500 AND UNDER,"(41.866182559, -87.724504682)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.872742443, -87.709373886)"
2015,THEFT,OVER $500,"(41.908279842, -87.760893386)"
2015,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"(41.793346299, -87.714138039)"
2015,THEFT,POCKET-PICKING,"(41.976290414, -87.905227221)"
2015,BATTERY,SIMPLE,"(41.939236496, -87.715691124)"
2015,THEFT,RETAIL THEFT,"(41.946212132, -87.646579678)"
2015,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"(41.762972128, -87.611571606)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.778561143, -87.607877195)"
2015,THEFT,OVER $500,"(42.011510518, -87.668996872)"
2015,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,"(41.750548727, -87.593031862)"
2015,THEFT,$500 AND UNDER,"(41.739658234, -87.616225955)"
2015,BURGLARY,ATTEMPT FORCIBLE ENTRY,"(41.810657946, -87.607826939)"
2015,NARCOTICS,FOUND SUSPECT NARCOTICS,"(41.932789263, -87.645510903)"
2015,NARCOTICS,POSS: BARBITUATES,"(41.828526177, -87.678193773)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.910029593, -87.713636218)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.740538687, -87.586851888)"
2015,THEFT,FROM BUILDING,"(41.95892829, -87.688610234)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.938003306, -87.659866157)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.949713954, -87.805951973)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(42.009501913, -87.690712255)"
2015,BATTERY,SIMPLE,"(41.899093323, -87.718138764)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.874698757, -87.707294987)"
2015,THEFT,OVER $500,"(41.680243742, -87.660254322)"
2015,CRIMINAL TRESPASS,TO VEHICLE,"(41.746808417, -87.611170027)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.725441957, -87.559431324)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.790501754, -87.656472924)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(41.854291501, -87.713693709)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.876132826, -87.729106571)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.760490655, -87.597627455)"
2015,ASSAULT,SIMPLE,"(41.754651526, -87.567502511)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.94890148, -87.663302508)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.68476586, -87.63126365)"
2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,"(41.921153547, -87.756060341)"
2015,NARCOTICS,POSS: CRACK,"(41.743503863, -87.60501807)"
2015,ASSAULT,SIMPLE,"(41.877080518, -87.726160106)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.775065618, -87.672586415)"
2015,BATTERY,SIMPLE,"(41.947225886, -87.655545441)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.949109958, -87.739574719)"
2015,PROSTITUTION,SOLICIT ON PUBLIC WAY,"(41.780835284, -87.664252074)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.793969887, -87.624070018)"
2015,THEFT,OVER $500,"(41.934445721, -87.708706672)"
2015,ASSAULT,SIMPLE,"(41.864425164, -87.718636425)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.772451439, -87.646115811)"
2015,PROSTITUTION,SOLICIT ON PUBLIC WAY,"(41.782655024, -87.664299154)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.886094169, -87.765068733)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.947225886, -87.655545441)"
2015,ASSAULT,SIMPLE,"(41.893817529, -87.77366461)"
2015,CRIMINAL TRESPASS,TO RESIDENCE,"(41.795975401, -87.620875709)"
2015,OTHER OFFENSE,OTHER WEAPONS VIOLATION,"(41.875792984, -87.752055161)"
2015,ROBBERY,ARMED: HANDGUN,"(41.874850606, -87.735272577)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.758991404, -87.566028828)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.884606524, -87.765015813)"
2015,BATTERY,SIMPLE,"(41.765253769, -87.615255549)"
2015,NARCOTICS,POSS: CRACK,"(41.734837564, -87.549983197)"
2015,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,"(41.90767894, -87.756523404)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.814422107, -87.723832266)"
2015,THEFT,$500 AND UNDER,"(41.800942185, -87.606363162)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.834550245, -87.726731044)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.928410429, -87.704047028)"
2015,THEFT,$500 AND UNDER,"(41.857544052, -87.668647272)"
2015,ASSAULT,SIMPLE,"(41.766517938, -87.62171857)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.899547169, -87.728669172)"
2015,THEFT,OVER $500,"(41.89933014, -87.643886563)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.813068041, -87.61315906)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.994873192, -87.70318671)"
2015,ROBBERY,ARMED: HANDGUN,"(41.886111958, -87.77484829)"
2015,BATTERY,AGG PO HANDS NO/MIN INJURY,"(41.910440254, -87.753919512)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.783289931, -87.614486024)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.731626935, -87.637414063)"
